producto,material,diametro_nominal,presion_nominal,sdr,diametro_min,diametro_max,espesor_min_norma,espesor_max_norma,ovalidad_norma,peso_min_teorico,peso_max_teorico,presion_phi,temperatura_phi,tiempo_phi,color_tuberia,color_linea,code
315mm x 5m CHAQUETA PP-UV S-16,PP-R,315,S-16,S-16,315.0,316.0,9.7,10.9,8.4197,9.4551,11.1,,150,2,GRIS(AQS),SIN LÍNEA,
315mm x 5m BETA PN-16 S-3,2,PP-RCT,315,PN-16 S-3,2,S-3,2,315.1,317.5,44.0,48.6,33.7642,36.9915,11.1,47,135,4,GRIS(BETA),ROJO,
315mm x 5m AQUASYSTEM TRICAPA S-16,PP-R,315,S-16,S-16,315.0,316.0,9.7,10.9,8.4197,9.4551,11.1,,150,2,GRIS(AQS),SIN LÍNEA,
280mm x 6m HDPE PN-16 SDR-11,PE100,280,PN-16 SDR-11,SDR-11,280.0,281.7,25.4,28.1,19.401933,21.380037,9.8,24.8,110,4,NEGRO,AZUL,
280mm x 12m HDPE PN-16 SDR-11,PE100,280,PN-16 SDR-11,SDR-11,280.0,281.7,25.4,28.1,19.401933,21.380037,9.8,24.8,110,4,NEGRO,AZUL,
280mm x 6m SMARTCOLORS PN-16 SDR-11,PE100,280,PN-16 SDR-11,SDR-11,280.0,281.7,25.4,28.1,19.401933,21.380037,9.8,24.8,110,4,,
280mm x 12m SMARTCOLORS PN-16 SDR-11,PE100,280,PN-16 SDR-11,SDR-11,280.0,281.7,25.4,28.1,19.401933,21.380037,9.8,24.8,110,4,,
280mm x 6m HDPE PN-12,5 SDR-13,6,PE100,280,PN-12,5 SDR-13,6,SDR-13,6,280.0,281.7,20.6,22.8,16.032087,17.710049,9.8,19.7,110,4,NEGRO,AZUL,
280mm x 12m HDPE PN-12,5 SDR-13,6,PE100,280,PN-12,5 SDR-13,6,SDR-13,6,280.0,281.7,20.6,22.8,16.032087,17.710049,9.8,19.7,110,4,NEGRO,AZUL,
280mm x 6m SMARTCOLORS PN-12,5 SDR-13,6,PE100,280,PN-12,5 SDR-13,6,SDR-13,6,280.0,281.7,20.6,22.8,16.032087,17.710049,9.8,19.7,110,4,,
280mm x 12m SMARTCOLORS PN-12,5 SDR-13,6,PE100,280,PN-12,5 SDR-13,6,SDR-13,6,280.0,281.7,20.6,22.8,16.032087,17.710049,9.8,19.7,110,4,,
280mm x 6m HDPE PN-6 SDR-27,6,PE100,280,PN-6 SDR-27,6,SDR-27,6,280.0,281.7,10.2,11.8,8.256481,9.555156,9.8,9.3,110,2,NEGRO,AZUL,
280mm x 12m HDPE PN-6 SDR-27,6,PE100,280,PN-6 SDR-27,6,SDR-27,6,280.0,281.7,10.2,11.8,8.256481,9.555156,9.8,9.3,110,2,NEGRO,AZUL,
280mm x 6m SMARTCOLORS PN-6 SDR-27,6,PE100,280,PN-6 SDR-27,6,SDR-27,6,280.0,281.7,10.2,11.8,8.256481,9.555156,9.8,9.3,110,2,,
280mm x 12m SMARTCOLORS PN-6 SDR-27,6,PE100,280,PN-6 SDR-27,6,SDR-27,6,280.0,281.7,10.2,11.8,8.256481,9.555156,9.8,9.3,110,2,,
280mm x 6m HDPE PN-10 SDR-17,PE100,280,PN-10 SDR-17,SDR-17,280.0,281.7,16.6,18.4,13.118275,14.535218,9.8,15.5,110,4,NEGRO,AZUL,
280mm x 12m HDPE PN-10 SDR-17,PE100,280,PN-10 SDR-17,SDR-17,280.0,281.7,16.6,18.4,13.118275,14.535218,9.8,15.5,110,4,NEGRO,AZUL,
280mm x 6m SMARTCOLORS PN-10 SDR-17,PE100,280,PN-10 SDR-17,SDR-17,280.0,281.7,16.6,18.4,13.118275,14.535218,9.8,15.5,110,4,,
280mm x 12m SMARTCOLORS PN-10 SDR-17,PE100,280,PN-10 SDR-17,SDR-17,280.0,281.7,16.6,18.4,13.118275,14.535218,9.8,15.5,110,4,,
25mm x 6m R3 PN-20 S-2,5,PP-R,25,PN-20 S-2,5,S-2,5,25.3,25.5,4.2,4.8,0.2520,0.2825,1.2,64,135,1,GRIS(R3),VERDE,
25mm x 6m R3 PN-16 S-3,2,PP-R,25,PN-16 S-3,2,S-3,2,25.3,25.5,3.5,4.0,0.2169,0.2445,1.2,50,135,1,GRIS(R3),ROJO,
32mm x 6m PPR-DG PN-16 S-3,2 MC,PP-R,32,PN-16 S-3,2,S-3,2,32.2,32.5,4.4,5.0,0.3478,0.3909,1.3,50,135,1,GRIS(BETA),ROJO,
25mm x 6m PPR-DG PN-20 S-2,5 MC,PP-R,25,PN-20 S-2,5,S-2,5,25.3,25.5,4.2,4.8,0.2520,0.2825,1.2,64,135,1,GRIS(BETA),VERDE,
25mm x 6m PP-R BETA PN-16 S-3,2 MC,PP-R,25,PN-16 S-3,2,S-3,2,25.3,25.5,3.5,4.0,0.2169,0.2445,1.2,50,135,1,GRIS(BETA),ROJO,
25mm x 6m PPR-DG PN-16 S-3,2 MC,PP-R,25,PN-16 S-3,2,S-3,2,25.3,25.5,3.5,4.0,0.2169,0.2445,1.2,50,135,1,GRIS(BETA),ROJO,
25mm x 6m SMART PIPE/PP-RCT PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.3,25.5,3.5,4.0,0.2160,0.2434,1.2,47,135,1,GRIS(BETA),ROJO,
25mm x 6m POLI-ONE/BETA PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.3,25.5,3.5,4.0,0.2160,0.2434,1.2,47,135,1,GRIS(P1),ROJO,
25mm x 6m POLI-ONE PN-20 S-2,5,PP-R,25,PN-20 S-2,5,S-2,5,25.3,25.5,4.2,4.8,0.2520,0.2825,1.2,64,135,1,GRIS(P1),VERDE,
25mm x 6m POLI-ONE PN-16 S-3,2,PP-R,25,PN-16 S-3,2,S-3,2,25.3,25.5,3.5,4.0,0.2169,0.2445,1.2,50,135,1,GRIS(P1),ROJO,
25mm x 6m PP-H PN-10 S-5,PP-H,25,PN-10 S-5,S-5,25.3,25.5,2.3,2.7,0.1504,0.1750,1.2,32,150,1,GRIS(PP-H),SIN LÍNEA,
25mm x 6m R3 PN-10 S-5,PP-R,25,PN-10 S-5,S-5,25.3,25.5,2.3,2.7,0.1504,0.1750,1.2,32,135,1,GRIS(R3),AZUL,
25mm x 6m POLI-ONE DG PN-20 S-2,5,PP-R,25,PN-20 S-2,5,S-2,5,25.3,25.5,4.2,4.8,0.2520,0.2825,1.2,64,135,1,GRIS(P1),VERDE,
25mm x 6m POLI-ONE DG PN-16 S-3,2,PP-R,25,PN-16 S-3,2,S-3,2,25.3,25.5,3.5,4.0,0.2169,0.2445,1.2,50,135,1,GRIS(P1),ROJO,
25mm x 6m BETA/FIBRA PN-16 S-3,2,PP-RCT/FV,25,PN-16 S-3,2,S-3,2,25.2,25.5,3.5,4.0,0.2243,0.2540,1.2,47,135,1,GRIS(BETA),NARANJA,
25mm x 6m BETA/FIBRA PN-12,5 S-4,PP-RCT/FV,25,PN-12,5 S-4,S-4,25.2,25.5,2.8,3.2,0.1852,0.2107,1.2,38,135,1,GRIS(BETA),NARANJA,
25mm x 6m BETA/FIBRA PN-10 S-5,PP-RCT/FV,25,PN-10 S-5,S-5,25.2,25.5,2.3,2.7,0.1555,0.1818,1.2,30,135,1,GRIS(BETA),NARANJA,
25mm x 6m BETA PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.2,25.5,3.5,4.0,0.2150,0.2434,1.2,47,135,1,GRIS(BETA),ROJO,
25mm x 6m BETA PN-12,5 S-4,PP-RCT,25,PN-12,5 S-4,S-4,25.2,25.5,2.8,3.2,0.1775,0.2020,1.2,38,135,1,GRIS(BETA),BLANCO,
25mm x 6m BETA PN-10 S-5,PP-RCT,25,PN-10 S-5,S-5,25.3,25.5,2.3,2.7,0.1497,0.1743,1.2,30,135,1,GRIS(BETA),AZUL,
25mm x 5m R3 PN-20 S-2,5,PP-R,25,PN-20 S-2,5,S-2,5,25.2,25.5,4.2,4.8,0.2508,0.2825,1.2,64,135,1,GRIS(R3),VERDE,
25mm x 5m R3 PN-16 S-3,2,PP-R,25,PN-16 S-3,2,S-3,2,25.2,25.5,3.5,4.0,0.2159,0.2445,1.2,50,135,1,GRIS(R3),ROJO,
25mm x 5m R3 PN-10 S-5,PP-R,25,PN-10 S-5,S-5,25.3,25.5,2.3,2.7,0.1504,0.1750,1.2,32,135,1,GRIS(R3),AZUL,
25mm x 5m POLI-ONE PN-16 S-3,2,PP-R,25,PN-16 S-3,2,S-3,2,25.3,25.5,3.5,4.0,0.2169,0.2445,1.2,50,135,1,GRIS(P1),ROJO,
25mm x 6m PPR-DG PN-10 S-5 MC,PP-R,25,PN-10 S-5,S-5,25.2,25.5,2.3,2.7,0.1497,0.1750,1.2,32,135,1,GRIS(BETA),AZUL,
25mm x 5m BETA/FIBRA PN-16 S-3,2,PP-RCT/FV,25,PN-16 S-3,2,S-3,2,25.2,25.5,3.5,4.0,0.2243,0.2540,1.2,47,135,1,GRIS(BETA),NARANJA,
25mm x 5m BETA/FIBRA PN-12,5 S-4,PP-RCT/FV,25,PN-12,5 S-4,S-4,25.2,25.5,2.8,3.2,0.1852,0.2107,1.2,38,135,1,GRIS(BETA),NARANJA,
25mm x 5m BETA PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.2,25.5,3.5,4.0,0.2150,0.2434,1.2,47,135,1,GRIS(BETA),ROJO,
25mm x 5m BETA PN-12,5 S-4,PP-RCT,25,PN-12,5 S-4,S-4,25.3,25.5,2.8,3.2,0.1783,0.2020,1.2,38,135,1,GRIS(BETA),BLANCO,
25mm x 50m R3 PN-10 S-5,PP-R,25,PN-10 S-5,S-5,25.3,25.5,2.3,2.7,0.1504,0.1750,1.2,32,135,1,GRIS(R3),AZUL,
25mm x 50m BETA PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.2,25.5,3.5,4.0,0.2150,0.2434,1.2,47,135,1,GRIS(BETA),ROJO,
25mm x 50m BETA PN-12,5 S-4,PP-RCT,25,PN-12,5 S-4,S-4,25.3,25.5,2.8,3.2,0.1783,0.2020,1.2,38,135,1,GRIS(BETA),BLANCO,
25mm x 6m HDPE PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,NEGRO,AZUL,
25mm x 12m HDPE PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,NEGRO,AZUL,
25mm x 50m HDPE PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,NEGRO,AZUL,
25mm x 100m HDPE PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,NEGRO,AZUL,
25mm x 150m HDPE PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,NEGRO,AZUL,
25mm x 200m HDPE PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,NEGRO,AZUL,
25mm x 6m SMARTCOLORS PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,,
25mm x 12m SMARTCOLORS PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,,
25mm x 50m SMARTCOLORS PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,,
25mm x 100m SMARTCOLORS PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,,
25mm x 150m SMARTCOLORS PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,,
25mm x 200m SMARTCOLORS PN-12,5 SDR-13,6,PE100,25,PN-12,5 SDR-13,6,SDR-13,6,25.0,25.3,2.0,2.3,0.138010,0.158712,1.2,19.7,110,1,,
25mm x 6m HDPE PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,NEGRO,AZUL,
25mm x 12m HDPE PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,NEGRO,AZUL,
25mm x 50m HDPE PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,NEGRO,AZUL,
25mm x 100m HDPE PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,NEGRO,AZUL,
25mm x 150m HDPE PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,NEGRO,AZUL,
25mm x 200m HDPE PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,NEGRO,AZUL,
25mm x 6m SMARTCOLORS PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,,
25mm x 12m SMARTCOLORS PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,,
25mm x 50m SMARTCOLORS PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,,
25mm x 100m SMARTCOLORS PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,,
25mm x 150m SMARTCOLORS PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,,
25mm x 200m SMARTCOLORS PN-16 SDR-11,PE100,25,PN-16 SDR-11,SDR-11,25.0,25.3,2.3,2.7,0.156641,0.183073,1.2,24.8,110,1,,
25mm x 100m BETA PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.3,25.5,3.5,4.0,0.2160,0.2434,1.2,47,135,1,GRIS(BETA),ROJO,
250mm x 6m R3 PN-16 S-3,2,PP-R,250,PN-16 S-3,2,S-3,2,250.1,252.3,34.2,37.8,20.9931,23.0525,5.0,50,135,4,GRIS(R3),ROJO,
250mm x 6m R3 PN-10 S-5,PP-R,250,PN-10 S-5,S-5,250.1,252.3,22.7,25.1,14.6762,16.2136,5.0,32,135,4,GRIS(R3),AZUL,
250mm x 6m HDPE PN-6 SDR-27,6,PE100,250,PN-6 SDR-27,6,SDR-27,6,250.0,251.5,9.1,10.5,6.577049,7.592053,5.0,9.3,110,2,NEGRO,AZUL,
250mm x 12m HDPE PN-6 SDR-27,6,PE100,250,PN-6 SDR-27,6,SDR-27,6,250.0,251.5,9.1,10.5,6.577049,7.592053,5.0,9.3,110,2,NEGRO,AZUL,
250mm x 6m SMARTCOLORS PN-6 SDR-27,6,PE100,250,PN-6 SDR-27,6,SDR-27,6,250.0,251.5,9.1,10.5,6.577049,7.592053,5.0,9.3,110,2,,
250mm x 12m SMARTCOLORS PN-6 SDR-27,6,PE100,250,PN-6 SDR-27,6,SDR-27,6,250.0,251.5,9.1,10.5,6.577049,7.592053,5.0,9.3,110,2,,
250mm x 6m HDPE PN-20 SDR-9,PE100,250,PN-20 SDR-9,SDR-9,250.0,251.5,27.9,30.8,18.591124,20.394165,5.0,31,110,4,NEGRO,AZUL,
250mm x 12m HDPE PN-20 SDR-9,PE100,250,PN-20 SDR-9,SDR-9,250.0,251.5,27.9,30.8,18.591124,20.394165,5.0,31,110,4,NEGRO,AZUL,
250mm x 6m SMARTCOLORS PN-20 SDR-9,PE100,250,PN-20 SDR-9,SDR-9,250.0,251.5,27.9,30.8,18.591124,20.394165,5.0,31,110,4,,
250mm x 12m SMARTCOLORS PN-20 SDR-9,PE100,250,PN-20 SDR-9,SDR-9,250.0,251.5,27.9,30.8,18.591124,20.394165,5.0,31,110,4,,
250mm x 6m HDPE PN-16 SDR-11,PE100,250,PN-16 SDR-11,SDR-11,250.0,251.5,22.7,25.1,15.480257,17.049161,5.0,24.8,110,4,NEGRO,AZUL,
250mm x 12m HDPE PN-16 SDR-11,PE100,250,PN-16 SDR-11,SDR-11,250.0,251.5,22.7,25.1,15.480257,17.049161,5.0,24.8,110,4,NEGRO,AZUL,
250mm x 6m SMARTCOLORS PN-16 SDR-11,PE100,250,PN-16 SDR-11,SDR-11,250.0,251.5,22.7,25.1,15.480257,17.049161,5.0,24.8,110,4,,
250mm x 12m SMARTCOLORS PN-16 SDR-11,PE100,250,PN-16 SDR-11,SDR-11,250.0,251.5,22.7,25.1,15.480257,17.049161,5.0,24.8,110,4,,
250mm x 6m HDPE PN-12,5 SDR-13,6,PE100,250,PN-12,5 SDR-13,6,SDR-13,6,250.0,251.5,18.4,20.4,12.785251,14.144350,5.0,19.7,110,4,NEGRO,AZUL,
250mm x 12m HDPE PN-12,5 SDR-13,6,PE100,250,PN-12,5 SDR-13,6,SDR-13,6,250.0,251.5,18.4,20.4,12.785251,14.144350,5.0,19.7,110,4,NEGRO,AZUL,
250mm x 6m SMARTCOLORS PN-12,5 SDR-13,6,PE100,250,PN-12,5 SDR-13,6,SDR-13,6,250.0,251.5,18.4,20.4,12.785251,14.144350,5.0,19.7,110,4,,
250mm x 12m SMARTCOLORS PN-12,5 SDR-13,6,PE100,250,PN-12,5 SDR-13,6,SDR-13,6,250.0,251.5,18.4,20.4,12.785251,14.144350,5.0,19.7,110,4,,
250mm x 6m HDPE PN-10 SDR-17,PE100,250,PN-10 SDR-17,SDR-17,250.0,251.5,14.8,16.4,10.443640,11.567762,5.0,15.5,110,2,NEGRO,AZUL,
250mm x 12m HDPE PN-10 SDR-17,PE100,250,PN-10 SDR-17,SDR-17,250.0,251.5,14.8,16.4,10.443640,11.567762,5.0,15.5,110,2,NEGRO,AZUL,
250mm x 6m SMARTCOLORS PN-10 SDR-17,PE100,250,PN-10 SDR-17,SDR-17,250.0,251.5,14.8,16.4,10.443640,11.567762,5.0,15.5,110,2,,
250mm x 12m SMARTCOLORS PN-10 SDR-17,PE100,250,PN-10 SDR-17,SDR-17,250.0,251.5,14.8,16.4,10.443640,11.567762,5.0,15.5,110,2,,
250mm x 6m CHAQUETA PP-UV S-20,PP-R,250,S-20,S-20,250.0,250.8,6.2,7.1,4.2976,4.9194,5.0,,150,1,GRIS(AQS),SIN LÍNEA,
250mm x 6m CHAQUETA PP-UV S-16,PP-R,250,S-16,S-16,250.0,250.8,7.7,8.7,5.3045,5.9884,5.0,,150,1,GRIS(AQS),SIN LÍNEA,
250mm x 5m BETA/FIBRA PN-16 S-3,2,PP-RCT/FV,250,PN-16 S-3,2,S-3,2,250.1,252.3,34.2,37.8,21.8050,23.9440,5.0,47,135,4,GRIS(BETA),NARANJA,
250mm x 6m BETA/FIBRA PN-16 S-3,2,PP-RCT/FV,250,PN-16 S-3,2,S-3,2,250.1,252.3,34.2,37.8,21.8050,23.9440,5.0,47,135,4,GRIS(BETA),NARANJA,
250mm x 6m BETA/FIBRA PN-10 S-5,PP-RCT/FV,250,PN-10 S-5,S-5,250.1,252.3,22.7,25.1,15.2438,16.8407,5.0,30,135,4,GRIS(BETA),NARANJA,
250mm x 6m BETA PN-16 S-3,2,PP-RCT,250,PN-16 S-3,2,S-3,2,250.1,250.3,34.2,37.8,20.9003,22.7366,5.0,47,135,4,GRIS(BETA),ROJO,
250mm x 6m BETA PN-10 S-5,PP-RCT,250,PN-10 S-5,S-5,250.1,252.3,22.7,25.1,14.6114,16.1420,5.0,30,135,4,GRIS(BETA),AZUL,
250mm x 6m AQUASYSTEM TRICAPA S-16,PP-R,250,S-16,S-16,250.0,250.8,7.7,8.7,5.3045,5.9884,5.0,,150,1,GRIS(AQS),SIN LÍNEA,
250mm x 6m AQUASYSTEM IPS S-16,PP-R100/CACO3,250,S-16,S-16,250.0,250.8,7.7,8.7,6.3478,7.1663,5.0,,150,1,NEGRO,NARANJA,
250mm x 5m R3 PN-16 S-3,2,PP-R,250,PN-16 S-3,2,S-3,2,250.1,252.3,34.2,37.8,20.9931,23.0525,5.0,50,135,4,GRIS(R3),ROJO,
250mm x 5m CHAQUETA PP-UV S-16,PP-R,250,S-16,S-16,250.0,250.8,7.7,8.7,5.3045,5.9884,5.0,,150,1,GRIS(AQS),SIN LÍNEA,
250mm x 5m BETA/FIBRA PN-10 S-5,PP-RCT/FV,250,PN-10 S-5,S-5,250.1,252.3,22.7,25.1,15.2438,16.8407,5.0,30,135,4,GRIS(BETA),NARANJA,
250mm x 5m BETA PN-16 S-3,2,PP-RCT,250,PN-16 S-3,2,S-3,2,250.1,252.3,34.2,37.8,20.9003,22.9506,5.0,47,135,4,GRIS(BETA),ROJO,
250mm x 5m BETA PN-10 S-5,PP-RCT,250,PN-10 S-5,S-5,250.1,252.3,22.7,25.1,14.6114,16.1420,5.0,30,135,4,GRIS(BETA),AZUL,
250mm x 5m AQUASYSTEM TRICAPA S-16,PP-R,250,S-16,S-16,250.0,250.8,7.7,8.7,5.3045,5.9884,5.0,,150,1,GRIS(AQS),SIN LÍNEA,
250mm x 12m BETA/FIBRA PN-16 S-3,2,PP-RCT/FV,250,PN-16 S-3,2,S-3,2,250.1,252.3,34.2,37.8,21.8050,23.9440,5.0,47,135,4,GRIS(BETA),NARANJA,
225mm x 6m HDPE PN-20 SDR-11,PE100,225,PN-20 SDR-11,SDR-11,225.0,226.4,25.2,27.9,15.105980,16.615660,4.5,31,110,4,NEGRO,AZUL,
225mm x 6m HDPE PN-16 SDR-11,PE100,225,PN-16 SDR-11,SDR-11,225.0,226.4,20.5,22.7,12.577666,13.872980,4.5,24.8,110,4,NEGRO,AZUL,
225mm x 12m HDPE PN-16 SDR-11,PE100,225,PN-16 SDR-11,SDR-11,225.0,226.4,20.5,22.7,12.577666,13.872980,4.5,24.8,110,4,NEGRO,AZUL,
225mm x 6m SMARTCOLORS PN-16 SDR-11,PE100,225,PN-16 SDR-11,SDR-11,225.0,226.4,20.5,22.7,12.577666,13.872980,4.5,24.8,110,4,,
225mm x 12m SMARTCOLORS PN-16 SDR-11,PE100,225,PN-16 SDR-11,SDR-11,225.0,226.4,20.5,22.7,12.577666,13.872980,4.5,24.8,110,4,,
225mm x 6m HDPE PN-12,5 SDR-13,6,PE100,225,PN-12,5 SDR-13,6,SDR-13,6,225.0,226.4,16.6,18.4,10.379076,11.482436,4.5,19.7,110,4,NEGRO,AZUL,
225mm x 12m HDPE PN-12,5 SDR-13,6,PE100,225,PN-12,5 SDR-13,6,SDR-13,6,225.0,226.4,16.6,18.4,10.379076,11.482436,4.5,19.7,110,4,NEGRO,AZUL,
225mm x 6m SMARTCOLORS PN-12,5 SDR-13,6,PE100,225,PN-12,5 SDR-13,6,SDR-13,6,225.0,226.4,16.6,18.4,10.379076,11.482436,4.5,19.7,110,4,,
225mm x 12m SMARTCOLORS PN-12,5 SDR-13,6,PE100,225,PN-12,5 SDR-13,6,SDR-13,6,225.0,226.4,16.6,18.4,10.379076,11.482436,4.5,19.7,110,4,,
225mm x 6m HDPE PN-6 SDR-17,PE100,225,PN-6 SDR-17,SDR-17,225.0,226.4,8.6,9.5,5.583527,6.182100,4.5,9.3,110,2,NEGRO,AZUL,
225mm x 6m HDPE PN-10 SDR-17,PE100,225,PN-10 SDR-17,SDR-17,225.0,226.4,13.4,14.9,8.506939,9.454738,4.5,15.5,110,2,NEGRO,AZUL,
225mm x 12m HDPE PN-10 SDR-17,PE100,225,PN-10 SDR-17,SDR-17,225.0,226.4,13.4,14.9,8.506939,9.454738,4.5,15.5,110,2,NEGRO,AZUL,
225mm x 6m SMARTCOLORS PN-10 SDR-17,PE100,225,PN-10 SDR-17,SDR-17,225.0,226.4,13.4,14.9,8.506939,9.454738,4.5,15.5,110,2,,
225mm x 12m SMARTCOLORS PN-10 SDR-17,PE100,225,PN-10 SDR-17,SDR-17,225.0,226.4,13.4,14.9,8.506939,9.454738,4.5,15.5,110,2,,
225mm x 6m HDPE PN-6 SDR-27,6,PE100,225,PN-6 SDR-27,6,SDR-27,6,225.0,226.4,8.2,9.5,5.333668,6.182100,4.5,9.3,110,2,NEGRO,AZUL,
225mm x 12m HDPE PN-6 SDR-27,6,PE100,225,PN-6 SDR-27,6,SDR-27,6,225.0,226.4,8.2,9.5,5.333668,6.182100,4.5,9.3,110,2,NEGRO,AZUL,
225mm x 6m SMARTCOLORS PN-6 SDR-27,6,PE100,225,PN-6 SDR-27,6,SDR-27,6,225.0,226.4,8.2,9.5,5.333668,6.182100,4.5,9.3,110,2,,
225mm x 12m SMARTCOLORS PN-6 SDR-27,6,PE100,225,PN-6 SDR-27,6,SDR-27,6,225.0,226.4,8.2,9.5,5.333668,6.182100,4.5,9.3,110,2,,
225mm x 6m BETA/FIBRA PN-10 S-5,PP-RCT/FV,225,PN-10 S-5,S-5,225.1,227.1,20.5,22.7,12.3862,13.7020,4.5,30.07334963,135,4,GRIS(BETA),NARANJA,
225mm x 6m BETA PN-10 S-5,PP-RCT,225,PN-10 S-5,S-5,225.1,227.1,20.5,22.7,11.8723,13.1335,4.5,30,135,4,GRIS(BETA),AZUL,
20mm x 6m R3 PN-20 S-2,5,PP-R,20,PN-20 S-2,5,S-2,5,20.2,20.5,3.4,3.9,0.1624,0.1841,1.2,64,135,1,GRIS(R3),VERDE,
20mm x 6m R3 PN-16 S-3,2,PP-R,20,PN-16 S-3,2,S-3,2,20.3,20.5,2.8,3.2,0.1393,0.1574,1.2,50,135,1,GRIS(R3),ROJO,
20mm x 6m R3 PN-10 S-5,PP-R,20,PN-10 S-5,S-5,20.3,20.5,2.0,2.3,0.1041,0.1190,1.2,32,135,1,GRIS(R3),AZUL,
20mm x 6m PPR-DG PN-20 S-2,5 MC,PP-R,20,PN-20 S-2,5,S-2,5,20.3,20.5,3.4,3.9,0.1634,0.1841,1.2,64,135,1,GRIS(BETA),VERDE,
20mm x 6m PPR-DG PN-16 S-3,2 MC,PP-R,20,PN-16 S-3,2,S-3,2,20.3,20.5,2.8,3.2,0.1393,0.1574,1.2,50,135,1,GRIS(BETA),ROJO,
20mm x 6m SMART PIPE/PP-RCT PN-16 S-3,2,PP-RCT,20,PN-16 S-3,2,S-3,2,20.3,20.5,2.8,3.2,0.1387,0.1567,1.2,47,135,1,GRIS(BETA),ROJO,
20mm x 6m POLI-ONE/BETA PN-16 S-3,2,PP-RCT,20,PN-16 S-3,2,S-3,2,20.3,20.5,2.8,3.2,0.1387,0.1567,1.2,47,135,1,GRIS(P1),ROJO,
20mm x 6m POLI-ONE PN-20 S-2,5,PP-R,20,PN-20 S-2,5,S-2,5,20.3,20.5,3.4,3.9,0.1634,0.1841,1.2,64,135,1,GRIS(P1),VERDE,
